handle,gender,tweet,category,topic,date,lat,long,location,state
cesarlp15_7,male,RT @HeroMysterion: #NewYearsResolution To not get high,Health & Fitness,Eat healthier,1/1/2015,40.7830603,-73.9712488,"New York County, NY, USA",New York
adam_henn,male,My 2015 New Years Resolution: Win The Lottery. #NewYearNewMe #2015 #NewYearsResolution #HappyNewYear,Humor,Humor about not Resolutions in general,1/1/2015,40.789142,-73.134961,"Long Island, New York, USA",New York
TheWallStBull,male,RT @cbetham: @merylnyc @Leslieks @TheWallStBull Hey girls next year we all meet at Bull's place for group hug! #NewYearsResolution,Recreation & Leisure,Spend more time outside,1/1/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
dinfontay,male,#NewYearsResolution: stop trying. ---&gt;&gt; http://t.co/LMb41Lx7LK,Humor,Humor about Family/Friends/Relationships Resolutions,1/1/2015,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
teenrejectzayn,male,My new years resolutions that i dont mind sharing #HappyNewYear #NewYearsResolution http://t.co/WznlktgYy2,Personal Growth,Respect Others,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
wim_tilliams,male,my #NewYearsResolution is to budget hard and fuck shit up.,Finance,Save money,1/1/2015,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
According2Trish,female,“@chrisbrown: Supper club right now!!!! #NewYearsResolution stop smoking cigarettes” yay!!! Thank God!,Health & Fitness,Improve my body,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
Ryin_Matiaz,male,Making a year by year bucket list and checking it off as much as possible  #NewYearsResolution,Personal Growth,Acheive My Goals,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
jannieville,female,Weeding out drama and bad vibes! #NewYearsResolution #NYE2015 #HappyNewYear,Personal Growth,Be More Fun,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
MiekoGavia,female,#NewYearsResolution #2: Trust more. I have a hard time trusting people who say they like me.  Because I don't even like me.,Personal Growth,Improve my attitude,1/1/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
ZveeGeffen,male,"My #NewYearsResolution is to grow my social media presence to 1k, so get ready for more opinion and hopefully some insight. #sportsbiz",Career,Ask for a promotion,1/1/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
YaDreamWife,female,Hating hoes ain't happy &amp; happy hoes ain't hating -better check your situation ❕❗❕#NewYearsResolution we gotta win cause the rest is losin 💯,Personal Growth,Improve my attitude,1/1/2015,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
MiekoGavia,female,#NewYearsResolution #1: Stop putting so much pressure on myself to be perfect.,Personal Growth,Focus on my self,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
SrulyBreuer,female,My New Year's resolution is that I will let the @Yankees win the 2015 World serious !!! #NewYearsResolution #NewYorkYankees #Yankees,Recreation & Leisure,Spend more time outside,1/1/2015,41.1112069,-74.0684751,"Monsey, NY, USA",New York
croodkid,male,my #newyearsresolution is to start building from the ground up a career/brand that means more to others then it does to myself. #2015,Career,Start a new business,1/1/2015,42.8864468,-78.8783689,"Buffalo, NY, USA",New York
bogpippa,male,Make better bad decisions. #NewYearsResolution,Humor,Humor about Personal Growth and Interests Resolutions,1/1/2015,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
PHLaporte,male,RT @Reile_Talk: #NewYearsResolution Be like Ray Irish,Personal Growth,Respect Others,1/1/2015,43.1722983,-73.3276101,"Salem, NY, USA",New York
ZBrantly,male,"Smile more, spend less. #NewYearsResolution",Personal Growth,Be more positive,1/1/2015,40.7830603,-73.9712488,"New York County, NY, USA",New York
lkeanefarrell,female,#NewYearsResolution: order more pizza to my bed,Humor,Humor about Personal Growth and Interests Resolutions,1/1/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
RichardJermain,male,#NewYearsResolution I couldn't really think of anything so I'm trying to put on some weight and pick up smoking. Next year I got this shit.,Humor,Humor about Finance Resolutions,1/1/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
GiveHimAMask,female,#NewYearsResolution This year I will watch all 3 extended #lordoftherings movies back to back. And it starts now!! #lotr #TheHobbit,Recreation & Leisure,See a Concert/Show,1/1/2015,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
HalfJewAmazing,male,"I would work on not being a douche tidal wave 24/7 first ""@chrisbrown: #NewYearsResolution stop smoking cigarettes""",Health & Fitness,Quit smoking,1/1/2015,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
AuthenticJon,male,RT @petersarsgaard: Let's change the world already. #NewYearsResolution Collective resolution time.,Personal Growth,Other,1/1/2015,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
jackiejay,female,"Eating mozzarella sticks that have been out for 12 hours and drinking coffee. New year, new you. #NewYearsResolution #NewYear #NewYearNewMe",Recreation & Leisure,Cook more,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
shichiroji71,male,My #NewYearsResolution is to see as few horrible movies as possible in 2015.,Recreation & Leisure,Spend more time on my hobby,1/1/2015,40.718106,-73.8448469,"Forest Hills, Queens, NY 11375, USA",New York
Football_Rob,male,My #NewYearsResolution is to stop making New Year's Resolutions.,Humor,Humor about not Resolutions in general,1/1/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
__KRISTOFFER__,male,"Think I'll improve the way I write the number ""4"" down on paper. #NewYearsResolution",Personal Growth,Other,1/1/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
DJMikeAllan,male,"It always seems like a good idea, I'll start in February! #NewYearsResolution #HNY2015 #2k15 #Goodbye2014 http://t.co/xU6tP6puy3",Humor,Humor about Health and Fitness Resolutions,1/1/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
elizabeth_AGC,female,"My #NewYearsResolution get a better job, be happy all the time, be next to my fam,back to college http://t.co/jlLWwzy0dY",Family/Friends/Relationships,Be better at keeping in touch with loved ones or friends,1/1/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
csplayer55,male,My #NewYearsResolution is to try new things and not let anything hold me back.,Personal Growth,Appreciate what I have,1/1/2015,42.6525793,-73.7562317,"Albany, NY, USA",New York
sarah__says,female,My #NewYearsResolution is to wear more fake eyelashes. Mostly cus I don't think these will come off #HappyNewYear #NYE2015 #2015 #celenrate,Humor,Humor about Personal Growth and Interests Resolutions,1/1/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
ishamar039,female,#newyearsresolution? Sleep as much as  I can 😂💤💤 #happynewyear started off sleeping 💤🙌 http://t.co/xPgIs0RVZ5,Health & Fitness,Get more sleep,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
Robin_Bridson,female,"RT @richardbranson: I’m a list maker...helps me to not only organise my life, but get things done http://t.co/91DNqIxVNB #NewYearsResolution",Time Management/Organization,Re-organize,1/1/2015,43.0481221,-76.1474244,"Syracuse, NY, USA",New York
RonFriedman,male,"RT @jasonfpereira: My #NewYearsResolution: ""Disconnecting From Work After Hours"" http://t.co/Le0MVoIUoB by @RonFriedman @FastCompany #HR #m…",Personal Growth,Other,1/1/2015,43.16103,-77.6109219,"Rochester, NY, USA",New York
ScottimusPrime1,male,"""@StubHub: #NewYearsResolution Go to more concerts!"" DAMN RIGHT - 21 in '14, lowest one-year total since I started keeping track, in '04! 😮😕",Recreation & Leisure,See a Concert/Show,1/1/2015,43.16103,-77.6109219,"Rochester, NY, USA",New York
SirShaneWoods,female,#NewYearsResolution go to the gym and have a healthy lifestyle!!! Oh wait....I've been doing that for years now. #DumbAssPeople #WontLast,Health & Fitness,Go to the gym more,1/1/2015,40.8447819,-73.8648268,"Bronx, NY, USA",New York
amilisweets,female,#newyearsresolution 1. improve posture 2. get a life,Personal Growth,Focus on my self,1/1/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
Oscyrus,male,"That Should Be Most Of you baby Mother's #NewYearsResolution, BE RESPONSIBLE #Its2015",Personal Growth,Improve my appearance,1/1/2015,40.8447819,-73.8648268,"Bronx, NY, USA",New York
Erichizms,male,"My New Years Resolution is 4k....

Get it??? No? Okay...

Happy New Years Everyone!!!! #newyearsresolution",Finance,Invest for retirement,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
BubbaFishh,male,My #NewYearsResolution will be 1920x1080,Humor,Humor about not Resolutions in general,1/1/2015,40.789142,-73.134961,"Long Island, New York, USA",New York
kelli_x0x,female,"Never give a fuck about my haters, got money on my radar #NewYearsResolution #2015 ☺️☺️☺️",Humor,Humor about Family/Friends/Relationships Resolutions,1/1/2015,40.5795317,-74.1502007,"Staten Island, NY, USA",New York
ishamar039,female,#newyearsresolution? Sleep as much as I can 😂💤💤👑 #happynewyear bed time for me 💤 http://t.co/ZP0GQ3fmEP,Health & Fitness,Get more sleep,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
BelindaBrown,female,You got this hun RT @chrisbrown Supper club right now!!!! #NewYearsResolution stop smoking cigarettes,Health & Fitness,Quit smoking,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
carmen_vie,female,Happy 2015! 🎉 Here's to taking more risks and working harder. 💖💪🎉 #NewYearsResolution,Personal Growth,Make better decisions,1/1/2015,40.7830603,-73.9712488,"New York County, NY, USA",New York
xo_Sallyyy,female,Please stop RT @chrisbrown: Supper club right now!!!! #NewYearsResolution stop smoking cigarettes,Health & Fitness,Quit smoking,1/1/2015,40.789142,-73.134961,"Long Island, New York, USA",New York
ItsSamiTariq,male,"Learn to play Guitar.
Get Abs in shape.
Travel at least twice to a far location.
Maintain IDGAF attitude.

#NewYearsResolution",Recreation & Leisure,Hike more,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
hannzz07,female,"My resolution though, like everyone else is to lose weight! Which probably won't happen, but a girl can dream. 😊 #NewYearsResolution",Health & Fitness,Lose weight,12/31/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
lovelayxo,female,Yes pls stop. RT @chrisbrown: Supper club right now!!!! #NewYearsResolution stop smoking cigarettes,Health & Fitness,Quit smoking,12/31/2014,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
MaydayParkerNYC,female,#NewYearsResolution //To raise muse for Mayday and @AmazonGoneBad.,Humor,Humor about not Resolutions in general,12/31/2014,40.7830603,-73.9712488,"New York County, NY, USA",New York
brylleangelo21,male,“@chrisbrown: Supper club right now!!!! #NewYearsResolution stop smoking cigarettes” Straight up 😖,Health & Fitness,Quit smoking,12/31/2014,40.7282239,-73.7948516,"Queens County, NY, USA",New York
Badejah,female,RT @ShanaBo_O: Good for you 👏👏 RT @chrisbrown: Supper club right now!!!! #NewYearsResolution stop smoking cigarettes,Health & Fitness,Try a new 'fad' workout,12/31/2014,40.7870106,-73.9753676,"Upper West Side, New York, NY, USA",New York
7uic3,male,"""@chrisbrown: Supper club right now!!!! #NewYearsResolution stop smoking cigarettes"" factz ... dope avi",Health & Fitness,Quit smoking,12/31/2014,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
scourtney15,female,#NewYearsResolution stop using my famous duck face 😂😏 (not in all my pictures but some) ... okay bye now,Humor,Humor about Helping Others Resolutions,12/31/2014,43.0822005,-77.6816205,"New York Theta Chapter of Phi Kappa Psi, 616 Charter Way, Rochester, NY 14623, USA",New York
ItsMe_Sylvie,female,👏👏 “@chrisbrown: Supper club right now!!!! #NewYearsResolution stop smoking cigarettes”,Health & Fitness,Quit smoking,12/31/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
1BlackStar,female,Blessings RT @chrisbrown: Supper club right now!!!! #NewYearsResolution stop smoking cigarettes,Health & Fitness,Quit smoking,12/31/2014,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
shamansun,male,"#amwriting In this intermediary zone of sleepy mind, prepping for completing the Rice Uni application. #NewYearsResolution",Education/Training,Study More,12/31/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
__lmv,male,#NewYearsResolution Stay positive.,Personal Growth,Be more positive,12/31/2014,41.1489458,-73.9830029,"Rockland County, NY, USA",New York
amarisxmarie,female,Not gonna let emotions take control of me this year. Choosing happiness! Easier said than done... But I'm gonna do it. #NewYearsResolution,Personal Growth,Be more positive,12/31/2014,42.9300668,-75.8526915,"Cazenovia, NY 13035, USA",New York
TorryOkeefe,male,“@chrisbrown: Supper club right now!!!! #NewYearsResolution stop smoking cigarettes” forreal,Health & Fitness,Quit smoking,12/31/2014,42.8864468,-78.8783689,"Buffalo, NY, USA",New York
LindsayNimphius,female,"#NewYearsResolution #1: Be a more proactive member of social media (so far, so good!)",Personal Growth,Use more social media,12/31/2014,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
xoMissGL_,female,😦😮👏👏👏👏 You go Glen Coco! “@chrisbrown: Supper club right now!!!! #NewYearsResolution stop smoking cigarettes”,Health & Fitness,Quit smoking,12/31/2014,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
alexxssiss,female,RT @Jessiceratsix: @alexxssiss I am legit wearing my pjs.  #notopants #NewYearsResolution,Personal Growth,Update my wardrobe,12/31/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
SalomonFaye,male,No more mediocre women #NewYearsResolution,Family/Friends/Relationships,Find a Girlfriend,12/31/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
EmShrem,female,#NewYearsResolution Watch more Netflix,Personal Growth,Be More Fun,12/31/2014,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
vindigogh,female,"#NewYearsResolution meet new people, and make more friends",Family/Friends/Relationships,Make new friends,12/31/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
Serial_raver,male,My #NewYearsResolution is #mealprep 👌,Health & Fitness,Eat healthier,12/31/2014,41.3973163,-73.6170721,"Brewster, NY 10509, USA",New York
vindigogh,female,#NewYearsResolution is to eat healthier!!! Fruits and veggies everyday,Health & Fitness,Eat healthier,12/31/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
AAPremlall,female,"For all who asked what my #NewYearsResolution was. 

Well, here it is... http://t.co/ZFBfQF6td2",Philanthropic,Find a charity to support,12/31/2014,40.7282239,-73.7948516,"Queens, NY, USA",New York
hartman_tabitha,female,No soda and more workouts #NewYearsResolution,Health & Fitness,Improve my body,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
maddie_torrie,female,RT @ericazendano: My only New Years resolution is to start treating people the way that they treat me ☝️,Personal Growth,Improve my attitude,1/1/2015,43.0962143,-79.0377388,"Niagara Falls, NY, USA",New York
DJ_SKILLS_187,female,"RT @Billionaire_B: New Years Resolution...

Take My Time! 🏆",Time Management/Organization,Learn better time management practices,1/1/2015,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
ericazendano,female,My only New Years resolution is to start treating people the way that they treat me ☝️,Personal Growth,Appreciate what I have,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
StephenJParks,male,New Year Resolution: Spend the year reading the most innovative/important Comp/Rhet books over the past 5 years.  Suggestions welcomed.,Recreation & Leisure,Spend more time on my hobby,1/1/2015,43.0398901,-76.1326019,"Syracuse University Bird Library, 222 Waverly Ave, Syracuse, NY 13244, USA",New York
Bdodger15,male,"New Years Resolution: good time management, good grades, and good lifts",Time Management/Organization,Re-organize,1/1/2015,43.4553461,-76.5104973,"Oswego, NY, USA",New York
MattBoyle15,male,My new years resolution is to eat more burritos,Personal Growth,Other,1/1/2015,42.8864468,-78.8783689,"Buffalo, NY, USA",New York
BrettRyann,male,New Years resolution = lip blind 2 @Newschoolers,Recreation & Leisure,Buy a motorcycle,1/1/2015,43.2256247,-75.0612709,"Poland, NY, USA",New York
godhatesswags,male,RT @timraycraft57: New years resolution is more gains,Health & Fitness,Other,1/1/2015,42.4439614,-76.5018807,"Ithaca, NY, USA",New York
ElaynePereira96,female,RT @kristenclark7: New Years resolution; keep being me. I'm funny as fuck,Personal Growth,Be more positive,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
dmr_stonecold,male,RT @Hass_Dinerroo: 2015 New Years Resolution To Focus On Myself,Personal Growth,Focus on my self,1/1/2015,40.5895255,-73.7359722,"Albany Blvd, Atlantic Beach, NY 11509, USA",New York
GregLawrence21,male,New Years resolution: eat healthier                    First meal of 2015: Taco Bell #doingresolutionsright,Health & Fitness,Eat healthier,1/1/2015,43.2136713,-77.9391797,"Brockport, NY 14420, USA",New York
_nickalexander,male,New Years resolution is to not have a New Years resolution.🎇 http://t.co/viac8y5xeE,Humor,Humor about New Years,1/1/2015,43.16103,-77.6109219,"Rochester, NY, USA",New York
KushWagon,male,New Years resolution: get down to 180 lbs 👍,Health & Fitness,Run a half / full marathon,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
Hass_Dinerroo,male,2015 New Years Resolution To Focus On Myself,Personal Growth,Focus on my self,1/1/2015,40.8447819,-73.8648268,"Bronx, NY, USA",New York
ludaaaKRISten,female,RT @SoosIsLoose: New Years Resolution: more One Direction,Recreation & Leisure,Spend more time outside,1/1/2015,40.7830603,-73.9712488,"New York County, NY, USA",New York
sammdebello,female,My New Years resolution is to prove that my disorders don't define me,Personal Growth,Be more positive,1/1/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
zeeedawg,female,New Years resolution: see 21p in concert,Recreation & Leisure,See a Concert/Show,1/1/2015,41.0339862,-73.7629097,"White Plains, NY, USA",New York
TONYMOXBERG,male,My New Years resolution isn't going as planned lol http://t.co/gz50YoRBCK,Humor,Humor about New Years,1/1/2015,40.9312099,-73.8987469,"Yonkers, NY, USA",New York
timraycraft57,male,New years resolution is more gains,Finance,Cash in on my stock options,1/1/2015,43.0986742,-77.4419378,"Fairport, NY 14450, USA",New York
nikitaetmode,female,RT @brkmrn: my new years resolution? to apologize for my behavior across all social media platforms in the past two days. i was on some dum…,Personal Growth,Use more social media,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
addykaybaker,female,My New Years resolution is the same as last years. Work out. It probably won't happen. Again.,Health & Fitness,Improve my body,1/1/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
LiciaMonae,female,My New Years resolution is: to stay on track staying motivated keeping my standards making better decisions and continue to grow,Personal Growth,Focus on my self,1/1/2015,42.8864468,-78.8783689,"Buffalo, NY, USA",New York
_modelstatusx3,female,RT @mvnandez: My New Years resolution is to stop using my damn phone when I'm around important people and to actually be present #itsaprobl…,Personal Growth,Use less social media,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
Mjmonasky,male,"""@Shiyafernandez: My New Years resolution is to continue being a bitch"" this is what your resolutions need to be more like😂😂😂",Humor,Humor about Personal Growth and Interests Resolutions,1/1/2015,42.0986867,-75.9179738,"Binghamton, NY, USA",New York
KaitlinManley,female,RT @katelynnnricee: New Years resolution: make myself happy; screw everyone else,Personal Growth,Focus on my self,1/1/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
ADenaro__,male,New Years resolution don't accidentally drink a PBR this year,Humor,Humor about Recreation and Leisure Resolutions,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
briangliboff,male,New Years Resolution: Be taken backstage at #CheekToCheekTour at Radio City and meet Tony Bennett and Lady Gaga. These are my life goals.,Recreation & Leisure,Spend more time on my hobby,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
lflannigan96,male,My new years resolution: kickin' it twice as hard.,Humor,Humor about New Years,1/1/2015,42.835067,-75.9860322,"Fabius, NY 13063, USA",New York
melissamaria510,female,New years resolution: gain 20lbs,Health & Fitness,Stop/Quit Drinking,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
VivianaHHHH,female,My New Years resolution is to be more tricky.,Humor,Humor about Health and Fitness Resolutions,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
bridgetberry16,female,My New Years resolution is to continue to avoid listening to Heathers at all costs,Humor,Humor about Time Management/Organization Resolutions,1/1/2015,40.6142759,-74.0932086,"Pape House, Wagner College, Staten Island, NY 10301, USA",New York
gennalillie,female,my New Years resolution is clearly not to eat healthier 🍕🍕🍕 http://t.co/j9adRl6GNK,Humor,Humor about Personal Growth and Interests Resolutions,1/1/2015,40.7830603,-73.9712488,"New York County, NY, USA",New York
sammypoohbear,female,RT @MEANGIRL_Dara: My New Years resolution is to dress like a girl again everyday.,Personal Growth,Improve my attitude,1/1/2015,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
jul__,male,My New Years resolution is to eat more Mexican food,Personal Growth,Other,1/1/2015,40.789142,-73.134961,"Long Island, New York, USA",New York
SoosIsLoose,male,New Years Resolution: more One Direction,Recreation & Leisure,Other,1/1/2015,40.7830603,-73.9712488,"New York County, NY, USA",New York
kaitttkaittt,female,RT @J_Nafash: New Years Resolution: Get in shape for bikini season 2015 👙,Health & Fitness,Improve my body,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
babylovexo44445,female,New years resolution is dot dot Keep getting better #simple #I #can #do #it,Personal Growth,Acheive My Goals,1/1/2015,40.6837121,-73.5101258,"Wantagh, NY, USA",New York
rachellecalabs,female,My New Years resolution is to not make a pointless New Years resolution and just do shit bc I want to,Humor,Humor about Time Management/Organization Resolutions,1/1/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
shyshyeyez,female,My New Years resolution is to play more gigs! ❤️💪,Career,Other,1/1/2015,40.7830603,-73.9712488,"New York County, NY, USA",New York
Pablo_F_Marini,male,RT @Stitchdolll: My new years resolution is to become 6'5,Health & Fitness,Improve my body,1/1/2015,40.789142,-73.134961,"Long Island, New York, USA",New York
jonathanbrunner,male,"New Years Resolution: to stop yelling ""Oh my god, spray it all over my windshield!"" when I hit the washer fluid button in my car.",Personal Growth,Be More Confident,1/1/2015,43.0831301,-73.7845651,"Saratoga Springs, NY, USA",New York
dawid_ogar,male,My New Years Resolution for 2015... Pay off my student loans and begin taking all the necessary steps to join the CFRs in 2016. #GODWILLING,Finance,Pay off bill(s),1/1/2015,40.8447819,-73.8648268,"Bronx, NY, USA",New York
tidrisc,female,RT @Paul_Dolce: New Years resolution: continue getting poon,Personal Growth,Be more positive,1/1/2015,40.7384317,-73.0506656,"Bayport, NY, USA",New York
teemercedes,female,RT @AlexandriaS_x0x: My New Years resolution is to be super mature cuz that's hot,Personal Growth,Improve my appearance,1/1/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
BrookeAshleyP,female,"New Years resolution: be funnier. OH, WAIT. IMPOSSIBLE.",Humor,Humor about Health and Fitness Resolutions,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
TheErv1nLegend,male,New Years resolution is to tweet more,Recreation & Leisure,Go to Europe,1/1/2015,40.789142,-73.134961,"Long Island, New York, USA",New York
KeeTay555,male,My New Years resolution.... REMEMBER TO SMILE! #yearofthesmile,Personal Growth,Be more positive,1/1/2015,40.7830603,-73.9712488,"New York County, NY, USA",New York
Lizzym03,female,"RT @Marym19: My New Years resolution is to take a cue from gilmore girls and use the word ""trollop"" more",Humor,Humor about Personal Growth and Interests Resolutions,1/1/2015,43.16103,-77.6109219,"Rochester, NY, USA",New York
kiracollens,female,New years resolution  to tweet and travel more,Recreation & Leisure,Spend more time on my hobby,1/1/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
SolDefinition,male,My new years resolution is to not tell anybody my new years resolution. Y'all are too fucking nosey 😤,Personal Growth,Other,1/2/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
ItsjusKimberly,female,RT @pseudo_fred: My New Years resolution is to get some of my dignity back by going back to prostitution.,Humor,Humor about Personal Growth and Interests Resolutions,1/2/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
BrittanyPanzer_,female,“@WizKhalllifa: New Years resolution: http://t.co/Eg3b6bcJjM”,Personal Growth,Improve my attitude,1/2/2015,40.789142,-73.134961,"Long Island, New York, USA",New York
SoFarFetchd,male,RT @dulcetry: Wellp already broke my New Years resolution of not falling off the toilet and breaking both legs again,Humor,Humor about Recreation and Leisure Resolutions,1/2/2015,40.789142,-73.134961,"Long Island, New York, USA",New York
WHarkavy,male,@Thing_Finder: New Years Resolution—Learn to use apostrophes. #fb,Personal Growth,Other,1/2/2015,40.5884373,-73.657908,"Long Beach, NY, USA",New York
Poppa_Buerks,male,My New Years resolution was to not make resolutions I cannot keep thus making my resolution null #2015?,Humor,Humor about Family/Friends/Relationships Resolutions,1/2/2015,42.6011813,-76.1804843,"Cortland, NY 13045, USA",New York
DJFURE,male,"Happy New Yrs Luiy. My new years resolution is to treat u like a person all yr""@VenenoFierce: @DJFURE andrewwwwe happy new year saco e sal!""",Family/Friends/Relationships,Make more time for friends,1/2/2015,41.1489458,-73.9830029,"Rockland County, NY, USA",New York
uptownhotskull,male,My new years resolution has to be for me to stop getting tickets I've gotten atleast 4 last month,Personal Growth,Other,1/2/2015,40.8447819,-73.8648268,"Bronx, NY, USA",New York
djrickyjune,male,"RT @Ahmad__Allan: My New Years resolution:

LESS Drama ; MORE Moneyssssss $$$$$",Personal Growth,Be more positive,1/2/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
JaredPotash,male,"New Years resolution, less technology more living in the moment with the people I love. Big moves coming this year. #2015 #ButWhosCounting",Family/Friends/Relationships,Spend more time with family,1/2/2015,40.789142,-73.134961,"Long Island, New York, USA",New York
AndreasWyder,male,RT @MatthewBrysYee: My new years resolution is to hug @AndreasWyder 😁,Family/Friends/Relationships,Be better at keeping in touch with loved ones or friends,1/2/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
richardpasiut,male,My New Years resolution is to  expand Key Properties by recruiting experienced professionals to join our team and ge…http://t.co/G0Q7VLiCue,Humor,Humor about Personal Growth and Interests Resolutions,1/2/2015,41.5034271,-74.0104178,"Newburgh, NY, USA",New York
EJLiveIt,female,New Years resolution is to lose at least 15 to 20 pounds by March #NewYearsResolution #HealthyNewYear,Health & Fitness,Lose weight,1/2/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
kozinnski,male,"#fbf this time four years ago - Giza, Egypt. New Year's resolution is to shoot film as often as I used… http://t.co/wRb5lOupqG",Recreation & Leisure,Take a trip,1/2/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
SamBakesSalmon,male,NEW YEARS RESOLUTION - ONLY TYPING IN ALL CAPS,Humor,Humor about New Years,1/2/2015,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
bkguilfoy,male,New Years resolution: To reference Back to the Future EVERY. SINGLE. DAY.,Recreation & Leisure,Other,1/2/2015,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
michaelcstewart,male,new years resolution: more e-blasts,Personal Growth,Other,1/2/2015,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
heleneisfor,female,"One of my new years resolution is to get behind the wheel by myself. Watch out, road, I'm a comin'! #newdriver",Education/Training,Learn a new skill,1/2/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
TyTitties,male,"“@VeronicaRoth: The only New Years resolution I've really, really settled on is READ MORE BOOKS. All the kinds. All year.” 📚",Personal Growth,Read more books,1/2/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
KrystalCalvano,female,New Years resolution: stop social media stalking...kind of 😁 #NewYearsResolution #sillybuttrue #nonegativity,Personal Growth,Improve my attitude,1/2/2015,40.789142,-73.134961,"Long Island, New York, USA",New York
hayleybloom,female,"New Years resolution: stop saying literally and actually 

Haha jk that's actually literally impossible",Humor,Humor about not Keeping Resolutions,1/2/2015,40.7830603,-73.9712488,"New York County, NY, USA",New York
rsascher,male,"my New Years resolution is ""2 do more tyte shit"" #tyteshit",Humor,Humor about Education/Training Resolutions,1/2/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
RabbiReba,female,"My new years resolution is to kick more people who say ""leggings aren't pants"" in the shins",Humor,Humor about Personal Growth and Interests Resolutions,1/2/2015,40.7830603,-73.9712488,"New York County, NY, USA",New York
